2024-05-06 20:30:28,25,172.5,58
2024-05-07 21:17:53,25,187.5,57
2024-05-07 21:18:03,25,187.5,57
2024-05-07 21:18:13,25,190.83333333333334,58
2024-05-07 21:30:25,25,189.16666666666669,55
2024-05-07 22:00:39,26,185.83333333333334,71
2024-05-07 22:30:39,26,192.5,58
2024-05-07 23:00:39,26,180.0,57
2024-05-07 23:30:40,25,187.5,56
2024-05-08 00:00:40,25,0.8333333333333334,59
2024-05-08 00:30:40,25,0.0,59
2024-05-08 01:00:40,24,0.0,59
2024-05-08 01:30:41,24,0.0,59
2024-05-08 02:00:41,24,0.0,60
2024-05-08 02:30:41,24,0.0,60
2024-05-08 03:00:41,24,0.0,60
2024-05-08 03:30:42,24,0.0,61
2024-05-08 04:00:42,24,0.0,61
2024-05-08 04:30:42,24,0.0,61
2024-05-08 05:00:43,24,0.0,61
2024-05-08 05:30:43,24,0.8333333333333334,61
2024-05-08 06:00:43,24,171.66666666666669,61
2024-05-08 06:30:43,24,193.33333333333334,61
2024-05-08 07:00:44,24,222.5,61
2024-05-08 07:30:44,24,247.5,60
2024-05-08 08:00:44,23,58.333333333333336,47
2024-05-08 08:30:44,23,63.333333333333336,49
2024-05-08 09:00:45,23,66.66666666666667,53
2024-05-08 09:30:45,23,69.16666666666667,56
2024-05-08 10:00:45,23,67.5,56
2024-05-08 10:30:45,23,65.0,57
2024-05-08 11:00:46,24,62.5,58
2024-05-08 11:30:46,24,64.16666666666667,58
2024-05-08 12:00:46,24,61.66666666666667,56
2024-05-08 12:30:46,23,62.5,55
2024-05-08 13:00:47,23,237.5,54
2024-05-08 13:30:47,23,273.33333333333337,50
2024-05-08 14:00:47,23,286.6666666666667,50
2024-05-08 14:30:47,24,290.83333333333337,51
2024-05-08 15:00:48,24,280.83333333333337,49
2024-05-08 15:30:48,23,267.5,45
2024-05-08 16:00:48,23,249.16666666666669,45
2024-05-08 16:30:48,23,60.833333333333336,45
2024-05-08 17:00:49,23,45.0,44
2024-05-08 17:30:49,23,42.5,45
2024-05-08 18:00:49,23,225.83333333333334,45
2024-05-08 18:30:49,24,220.0,48
2024-05-08 19:00:50,24,195.83333333333334,46
2024-05-08 19:30:50,23,184.16666666666669,46
2024-05-08 20:00:50,24,185.83333333333334,52
2024-05-08 21:00:51,25,175.83333333333334,52